"IU_ID","IU_ID2","scen","group","median","97.5 qtl"
"2187","AGO02187",0,4,0.002956,0.109175
"52954","ZWE52954",0,4,0.004206,0.1116325
"52928","ZWE52928",0,4,0.0036995,0.101995
"52946","ZWE52946",0,4,0.0040765,0.0993375
"52953","ZWE52953",0,4,0.0041585,0.118995
"52959","ZWE52959",0,4,0.0033335,0.108035
"52913","ZWE52913",0,4,0.0038715,0.11459
"45431","SWZ45431",0,4,0.0035265,0.10942
"45446","SWZ45446",0,4,0.0041395,0.1044475
"45449","SWZ45449",0,4,0.004193,0.11855
"45457","SWZ45457",0,4,0.004875,0.1157675
"45438","SWZ45438",0,4,0.0039365,0.108815
"10732","TCD10732",0,4,0.004616,0.1172575
"10683","TCD10683",0,4,0.004746,0.1084625
"10726","TCD10726",0,4,0.0036,0.11333
"10671","TCD10671",0,4,0.0036155,0.1141525
"10743","TCD10743",0,4,0.0021825,0.11615
"10741","TCD10741",0,4,0.0033235,0.10131
"10730","TCD10730",0,4,0.0029785,0.1077525
"10682","TCD10682",0,4,0.003459,0.1178125
"10748","TCD10748",0,4,0.0039035,0.11008
"10749","TCD10749",0,4,0.003613,0.1092575
"10660","TCD10660",0,4,0.0033765,0.110105
"10723","TCD10723",0,4,0.0038,0.1069475
"10722","TCD10722",0,4,0.004164,0.118445
"21404","GHA21404",0,4,0.005825,0.1112875
"21502","GHA21502",0,4,0.002794,0.1126875
"21497","GHA21497",0,4,0.0017235,0.114205
"21498","GHA21498",0,4,0.00323,0.1056625
"46618","TZA46618",0,4,0.0038085,0.103175
"46498","TZA46498",0,4,0.024175,0.105115
"54088","KEN54088",0,4,0.0041165,0.1076375
"54091","KEN54091",0,4,0.003641,0.1157675
"54092","KEN54092",0,4,0.0042045,0.10517
"54089","KEN54089",0,4,0.003861,0.106225
"54231","KEN54231",0,4,0.0026125,0.0997337499999999
"54179","KEN54179",0,4,0.00278,0.1101625
"54097","KEN54097",0,4,0.004017,0.10374
"54084","KEN54084",0,4,0.004306,0.1007525
"54270","KEN54270",0,4,0.0038415,0.1128025
"54274","KEN54274",0,4,0.0030515,0.1013525
"54052","KEN54052",0,4,0.002255,0.100295
"54160","KEN54160",0,4,0.003792,0.10763
"54131","KEN54131",0,4,0.002695,0.10513
"54223","KEN54223",0,4,0.0049905,0.1086025
"54029","KEN54029",0,4,0.0045935,0.108315
"54219","KEN54219",0,4,0.003823,0.10251
"13836","COD13836",0,4,0.0037685,0.10614
"14130","COD14130",0,4,0.0048745,0.1073975
"19059","ETH19059",0,4,0.002845,0.1007
"19087","ETH19087",0,4,0.003952,0.1077975
"19081","ETH19081",0,4,0.0029525,0.1016775
"19065","ETH19065",0,4,0.0028985,0.10182
"19107","ETH19107",0,4,0.003995,0.107725
"19175","ETH19175",0,4,0.00905,0.11274
"18850","ETH18850",0,4,0.00416,0.1137525
"19064","ETH19064",0,4,0.003918,0.11861
"19152","ETH19152",0,4,0.0036615,0.11121
"19131","ETH19131",0,4,0.004574,0.10676
"18655","ETH18655",0,4,0.004854,0.11316
"18521","ETH18521",0,4,0.002313,0.10625
"18839","ETH18839",0,4,0.0039485,0.113775
"18809","ETH18809",0,4,0.004013,0.11887
"18904","ETH18904",0,4,0.0050605,0.102105
"18986","ETH18986",0,4,0.003596,0.106335
"19290","ETH19290",0,4,0.0035,0.099891
"19327","ETH19327",0,4,0.003402,0.109875
"19287","ETH19287",0,4,0.003949,0.0994475
"19051","ETH19051",0,4,0.0036055,0.113425
"19105","ETH19105",0,4,0.0031475,0.09960075
"19054","ETH19054",0,4,0.0039645,0.1062075
"19099","ETH19099",0,4,0.0039245,0.118565
"19062","ETH19062",0,4,0.0029815,0.113755
"19104","ETH19104",0,4,0.0030825,0.1017025
"19114","ETH19114",0,4,0.0026295,0.1073475
"19079","ETH19079",0,4,0.0032945,0.104825
"56003","SOM56003",0,4,0.0025355,0.1152025
"56004","SOM56004",0,4,0.0025115,0.119315
"56012","SOM56012",0,4,0.0031315,0.1086725
"53338","SDN53338",0,4,0.003491,0.1144075
"53261","SDN53261",0,4,0.001969,0.10373
"53263","SDN53263",0,4,0.0027825,0.1046825
"53341","SDN53341",0,4,0.002992,0.1135325
"53342","SDN53342",0,4,0.002987,0.103755
"53266","SDN53266",0,4,0.002762,0.1104175
"53344","SDN53344",0,4,0.0024645,0.11629
"53229","SDN53229",0,4,0.0043615,0.10028
"53230","SDN53230",0,4,0.0037115,0.1098375
"53322","SDN53322",0,4,0.002856,0.10736
"53239","SDN53239",0,4,0.0026255,0.10022
"53232","SDN53232",0,4,0.002766,0.10519
"53234","SDN53234",0,4,0.00356,0.117705
"53320","SDN53320",0,4,0.002729,0.1146125
"53240","SDN53240",0,4,0.0043085,0.1121075
"53221","SDN53221",0,4,0.003715,0.1036475
"53216","SDN53216",0,4,0.003234,0.1023375
"53211","SDN53211",0,4,0.0029465,0.108955
"53208","SDN53208",0,4,0.0036845,0.1159125
"53209","SDN53209",0,4,0.0024795,0.10458
"53329","SDN53329",0,4,0.00251,0.10637
"53214","SDN53214",0,4,0.0028175,0.118215
"37002","NGA37002",0,5,0.0051675,0.1231175
"36488","NGA36488",0,5,0.005525,0.1335025
"36489","NGA36489",0,5,0.0049915,0.1398125
"36490","NGA36490",0,5,0.0035235,0.140739999999999
"36492","NGA36492",0,5,0.0035105,0.12423
"37085","NGA37085",0,5,0.0043275,0.1204125
"3214","BEN03214",0,5,0.0033095,0.127185
"44358","SSD44358",0,5,0.005533,0.1339325
"44397","SSD44397",0,5,0.0013685,0.1404175
"44385","SSD44385",0,5,0.003565,0.1215575
"44382","SSD44382",0,5,0.004126,0.12453
"44376","SSD44376",0,5,0.005177,0.1422475
"44336","SSD44336",0,5,0.003824,0.12732
"44347","SSD44347",0,5,0.0045175,0.1205
"44333","SSD44333",0,5,0.0091605,0.13953
"44334","SSD44334",0,5,0.0042975,0.13032
"47651","GMB47651",0,5,0.0044905,0.13494
"47628","GMB47628",0,5,0.0029675,0.121285
"47627","GMB47627",0,5,0.0052975,0.125905
"47629","GMB47629",0,5,0.004782,0.1245175
"47649","GMB47649",0,5,0.004742,0.121975
"47653","GMB47653",0,5,0.0048805,0.125255
"34291","NAM34291",0,5,0.004768,0.1285075
"34293","NAM34293",0,5,0.0050355,0.140125
"4290","BWA04290",0,5,0.0044095,0.1277175
"31078","MRT31078",0,5,0.00654,0.1362975
"31087","MRT31087",0,5,0.004121,0.13859
"31053","MRT31053",0,5,0.0034515,0.12233
"31043","MRT31043",0,5,0.004905,0.122305
"2106","AGO02106",0,5,0.0034555,0.1321475
"2108","AGO02108",0,5,0.00534,0.14228
"2212","AGO02212",0,5,0.0031195,0.13773
"2189","AGO02189",0,5,0.004791,0.13433
"2216","AGO02216",0,5,0.003689,0.13282
"27909","MDG27909",0,5,0.022715,0.1265975
"52947","ZWE52947",0,5,0.0040375,0.13473
"52944","ZWE52944",0,5,0.0045785,0.1201775
"52933","ZWE52933",0,5,0.0051025,0.1272275
"52955","ZWE52955",0,5,0.004842,0.1373025
"52912","ZWE52912",0,5,0.003912,0.1225175
"45448","SWZ45448",0,5,0.004542,0.1322375
"45455","SWZ45455",0,5,0.004693,0.1234125
"45456","SWZ45456",0,5,0.004812,0.125715
"10742","TCD10742",0,5,0.0022125,0.1267425
"10727","TCD10727",0,5,0.0043225,0.1305725
"10694","TCD10694",0,5,0.004009,0.1225725
"10721","TCD10721",0,5,0.0054045,0.13724
"21459","GHA21459",0,5,0.004451,0.1266175
"21493","GHA21493",0,5,0.003294,0.1318825
"46502","TZA46502",0,5,0.023402,0.124
