"Group_name","IU_ID","IU_ID2","CoverageGroup","Group"
"4711","COD13850","COD13850","1"
"4713","COD13852","COD13852","1"
"4714","COD13853","COD13853","1"
"4482","COD13854","COD13854","1"
"4715","COD13855","COD13855","1"
"4483","COD13856","COD13856","1"
"4716","COD13857","COD13857","1"
"4717","COD13858","COD13858","1"
"4718","COD13859","COD13859","1"
"4719","COD13860","COD13860","1"
"4484","COD13863","COD13863","1"
"2216","COD13867","COD13867","1"
"544","COD13868","COD13868","1"
"962","COD13870","COD13870","1"
"4050","COD13875","COD13875","1"
"4051","COD13876","COD13876","1"
"4234","COD13877","COD13877","1"
"4184","COD13878","COD13878","1"
"946","COD13880","COD13880","1"
"1725","COD13881","COD13881","1"
"1316","COD13885","COD13885","1"
"4235","COD13887","COD13887","1"
"4053","COD13888","COD13888","1"
"4054","COD13889","COD13889","1"
"4237","COD13892","COD13892","1"
"4056","COD13893","COD13893","1"
"1727","COD13894","COD13894","1"
"4185","COD13897","COD13897","1"
"4723","COD13901","COD13901","1"
"4724","COD13905","COD13905","1"
"4334","COD13906","COD13906","1"
"4725","COD13908","COD13908","1"
"4726","COD13913","COD13913","1"
"4727","COD13914","COD13914","1"
"4728","COD13916","COD13916","1"
"4335","COD13917","COD13917","1"
"4337","COD13922","COD13922","1"
"4338","COD13931","COD13931","1"
"4339","COD13932","COD13932","1"
"4340","COD13934","COD13934","1"
"4341","COD13935","COD13935","1"
"4342","COD13936","COD13936","1"
"4343","COD13937","COD13937","1"
"4344","COD13938","COD13938","1"
"4730","COD13939","COD13939","1"
"4731","COD13941","COD13941","1"
"4732","COD13942","COD13942","1"
"4733","COD13947","COD13947","1"
"4734","COD13948","COD13948","1"
"4735","COD13951","COD13951","1"
"4736","COD13954","COD13954","1"
"4737","COD13956","COD13956","1"
"4302","COD13958","COD13958","1"
"4738","COD13959","COD13959","1"
"4739","COD13961","COD13961","1"
"4347","COD13965","COD13965","1"
"4303","COD13967","COD13967","1"
"4740","COD13968","COD13968","1"
"4741","COD13969","COD13969","1"
"4744","COD13972","COD13972","1"
"4745","COD13973","COD13973","1"
"4746","COD13974","COD13974","1"
"4747","COD13976","COD13976","1"
"4748","COD13977","COD13977","1"
"4749","COD13978","COD13978","1"
"4750","COD13979","COD13979","1"
"4752","COD13981","COD13981","1"
"4753","COD13982","COD13982","1"
"4754","COD13985","COD13985","1"
"4240","COD13987","COD13987","1"
"4756","COD13994","COD13994","1"
"4757","COD13995","COD13995","1"
"4758","COD13997","COD13997","1"
"4759","COD13999","COD13999","1"
"4760","COD14001","COD14001","1"
"4762","COD14003","COD14003","1"
"4763","COD14004","COD14004","1"
"4765","COD14006","COD14006","1"
"4243","COD14008","COD14008","1"
"4766","COD14009","COD14009","1"
"4058","COD14011","COD14011","1"
"4186","COD14013","COD14013","1"
"4059","COD14014","COD14014","1"
"4874","COD14017","COD14017","1"
"4187","COD14019","COD14019","1"
"4875","COD14020","COD14020","1"
"4876","COD14021","COD14021","1"
"4060","COD14023","COD14023","1"
"4767","COD14027","COD14027","1"
"4880","COD14030","COD14030","1"
"4188","COD14031","COD14031","1"
"4881","COD14032","COD14032","1"
"4304","COD14033","COD14033","1"
"4107","COD14035","COD14035","1"
"4061","COD14040","COD14040","1"
"618","COD14041","COD14041","1"
"4189","COD14043","COD14043","1"
"4062","COD14044","COD14044","1"
"947","COD14045","COD14045","1"
"4885","COD14048","COD14048","1"
"1321","COD14049","COD14049","1"
"1731","COD14050","COD14050","1"
"4886","COD14052","COD14052","1"
"4768","COD14053","COD14053","1"
"1322","COD14057","COD14057","1"
"4190","COD14063","COD14063","1"
"4573","COD14064","COD14064","1"
"948","COD14065","COD14065","1"
"4306","COD14067","COD14067","1"
"1732","COD14068","COD14068","1"
"4121","COD14069","COD14069","1"
"949","COD14071","COD14071","1"
"950","COD14078","COD14078","1"
"766","COD14083","COD14083","1"
"4251","COD14084","COD14084","1"
"4308","COD14086","COD14086","1"
"4191","COD14088","COD14088","1"
"4192","COD14091","COD14091","1"
"4193","COD14092","COD14092","1"
"4246","COD14093","COD14093","1"
"4068","COD14097","COD14097","1"
"4110","COD14100","COD14100","1"
"4247","COD14104","COD14104","1"
"4309","COD14105","COD14105","1"
"951","COD14108","COD14108","1"
"4122","COD14110","COD14110","1"
"953","COD14119","COD14119","1"
"954","COD14124","COD14124","1"
"4593","COD14158","COD14158","1"
"4195","COD14167","COD14167","1"
"1526","COD14170","COD14170","1"
"1179","COD14171","COD14171","1"
"1544","COD14172","COD14172","1"
"4142","COD14176","COD14176","1"
"4932","COD14178","COD14178","1"
"2321","COD14184","COD14184","1"
"2322","COD14186","COD14186","1"
"2323","COD14190","COD14190","1"
"2324","COD14191","COD14191","1"
"2325","COD14210","COD14210","1"
"4348","COD14213","COD14213","1"
"4933","COD14214","COD14214","1"
"4934","COD14215","COD14215","1"
"4935","COD14219","COD14219","1"
"4936","COD14226","COD14226","1"
"4196","COD14230","COD14230","1"
"4352","COD14238","COD14238","1"
"4353","COD14239","COD14239","1"
"4273","COD14240","COD14240","1"
"2582","COD14246","COD14246","1"
"4938","COD14251","COD14251","1"
"1820","COD14252","COD14252","1"
"4357","COD14255","COD14255","1"
"4197","COD14267","COD14267","1"
"4361","COD14268","COD14268","1"
"4310","COD14276","COD14276","1"
"1735","COD14277","COD14277","1"
"1736","COD14278","COD14278","1"
"4364","COD14279","COD14279","1"
"4365","COD14285","COD14285","1"
"4366","COD14288","COD14288","1"
"4368","COD14290","COD14290","1"
"4939","COD14304","COD14304","1"
"3769","COD14308","COD14308","1"
"4773","COD14332","COD14332","1"
"4774","COD14340","COD14340","1"
"4655","COG12763","COG12763","1"
"565","COG12765","COG12765","1"
"4656","COG12768","COG12768","1"
"4657","COG12773","COG12773","1"
"4658","COG12775","COG12775","1"
"4659","COG12777","COG12777","1"
"4660","COG12778","COG12778","1"
"4661","COG12780","COG12780","1"
"1270","COG12784","COG12784","1"
"4662","COG12785","COG12785","1"
"4663","COG12786","COG12786","1"
"4664","COG12789","COG12789","1"
"4665","COG12791","COG12791","1"
"4666","COG12798","COG12798","1"
"4667","COG12800","COG12800","1"
"4668","COG12802","COG12802","1"
"4669","COG12803","COG12803","1"
"4670","COG12805","COG12805","1"
"4671","COG12806","COG12806","1"
"4672","COG12807","COG12807","1"
"4673","COG12808","COG12808","1"
"4674","COG12810","COG12810","1"
"4675","COG12811","COG12811","1"
"4676","COG12813","COG12813","1"
"4677","COG12824","COG12824","1"
"4678","COG12825","COG12825","1"
"4679","COG12826","COG12826","1"
"4680","COG12828","COG12828","1"
"4681","COG12829","COG12829","1"
"4682","COG12830","COG12830","1"
"2459","COG12831","COG12831","1"
"2458","COG12832","COG12832","1"
"4683","COG12833","COG12833","1"
"4684","COG12834","COG12834","1"
"4685","COG12835","COG12835","1"
"4686","COG12836","COG12836","1"
"4687","COG12837","COG12837","1"
"4688","COG12838","COG12838","1"
"4689","COG12839","COG12839","1"
"4690","COG12840","COG12840","1"
"4691","COG12841","COG12841","1"
"4692","COG12842","COG12842","1"
"4693","COG12843","COG12843","1"
"4694","COG12844","COG12844","1"
"4695","COG12846","COG12846","1"
"4696","COG12847","COG12847","1"
"2460","COG12848","COG12848","1"
"2461","COG12849","COG12849","1"
"2483","COG12850","COG12850","1"
"2879","ERI17437","ERI17437","1"
"2356","ERI17440","ERI17440","1"
"1946","ERI17442","ERI17442","1"
"1520","ERI17443","ERI17443","1"
"1110","ERI17444","ERI17444","1"
"1139","ERI17446","ERI17446","1"
"1953","ERI17450","ERI17450","1"
"2289","ERI17451","ERI17451","1"
"2893","ERI17452","ERI17452","1"
"2883","ERI17460","ERI17460","1"
"1485","ERI17461","ERI17461","1"
"2887","ERI17462","ERI17462","1"
"2888","ERI17463","ERI17463","1"
"2885","ERI17466","ERI17466","1"
"1523","ERI17467","ERI17467","1"
"2889","ERI17468","ERI17468","1"
"2878","ERI17472","ERI17472","1"
"2359","ERI17473","ERI17473","1"
