"Group_name","IU_ID","IU_ID2"
"0","37048","NGA37048"
"0","37049","NGA37049"
"0","37050","NGA37050"
"0","37051","NGA37051"
"0","37052","NGA37052"
"0","37053","NGA37053"
"0","37054","NGA37054"
"0","37055","NGA37055"
"0","37056","NGA37056"
"0","37057","NGA37057"
"0","37058","NGA37058"
"0","37059","NGA37059"
"0","37060","NGA37060"
"0","37061","NGA37061"
"0","37062","NGA37062"
"0","37063","NGA37063"
"0","37064","NGA37064"
"0","37065","NGA37065"
"0","37066","NGA37066"
"0","37067","NGA37067"
"0","37068","NGA37068"
"0","37069","NGA37069"
"0","37070","NGA37070"
"0","37071","NGA37071"
"0","37072","NGA37072"
"0","37073","NGA37073"
"0","37074","NGA37074"
"0","37075","NGA37075"
"0","37076","NGA37076"
"0","37077","NGA37077"
"0","37078","NGA37078"
"0","37079","NGA37079"
"0","37080","NGA37080"
"0","37081","NGA37081"
"0","37082","NGA37082"
"0","37083","NGA37083"
"0","37084","NGA37084"
"0","37085","NGA37085"
"0","37086","NGA37086"
"0","37087","NGA37087"
"0","37088","NGA37088"
"0","37089","NGA37089"
"0","37090","NGA37090"
"0","37091","NGA37091"
"0","37092","NGA37092"
"0","37093","NGA37093"
"0","37094","NGA37094"
"0","37095","NGA37095"
"0","37096","NGA37096"
"0","37097","NGA37097"
"0","37098","NGA37098"
"0","37099","NGA37099"
"0","37100","NGA37100"
"0","37101","NGA37101"
"0","37102","NGA37102"
"0","37103","NGA37103"
"0","37104","NGA37104"
"0","37105","NGA37105"
"0","37106","NGA37106"
"0","37107","NGA37107"
"0","37108","NGA37108"
"0","37109","NGA37109"
"0","37110","NGA37110"
"0","40150","SEN40150"
"0","40154","SEN40154"
"0","40157","SEN40157"
"0","40160","SEN40160"
"0","40161","SEN40161"
"0","40162","SEN40162"
"0","40163","SEN40163"
"0","40164","SEN40164"
"0","40165","SEN40165"
"0","40166","SEN40166"
"0","40167","SEN40167"
"0","40168","SEN40168"
"0","40169","SEN40169"
"0","40170","SEN40170"
"0","40171","SEN40171"
"0","40172","SEN40172"
"0","40173","SEN40173"
"0","40174","SEN40174"
"0","40175","SEN40175"
"0","40176","SEN40176"
"0","40181","SEN40181"
"0","40182","SEN40182"
"0","40183","SEN40183"
"0","40184","SEN40184"
"0","40185","SEN40185"
"0","40186","SEN40186"
"0","40187","SEN40187"
"0","40188","SEN40188"
"0","40189","SEN40189"
"0","40190","SEN40190"
"0","40191","SEN40191"
"0","40192","SEN40192"
"0","40193","SEN40193"
"0","40194","SEN40194"
"0","40195","SEN40195"
"0","40196","SEN40196"
"0","40197","SEN40197"
"0","40199","SEN40199"
"0","40200","SEN40200"
"0","40201","SEN40201"
"0","40202","SEN40202"
"0","40203","SEN40203"
"0","40205","SEN40205"
"0","40213","SEN40213"
"0","40214","SEN40214"
"0","40215","SEN40215"
"0","40216","SEN40216"
"0","40217","SEN40217"
"0","40218","SEN40218"
"0","40219","SEN40219"
"0","40220","SEN40220"
"0","40221","SEN40221"
"0","40222","SEN40222"
"0","40223","SEN40223"
"0","40224","SEN40224"
"0","40225","SEN40225"
"0","40226","SEN40226"
"0","44319","SSD44319"
"0","44323","SSD44323"
"0","44325","SSD44325"
"0","44327","SSD44327"
"0","44328","SSD44328"
"0","44329","SSD44329"
"0","44330","SSD44330"
"0","44334","SSD44334"
"0","44335","SSD44335"
"0","44336","SSD44336"
"0","44341","SSD44341"
"0","44343","SSD44343"
"0","44346","SSD44346"
"0","44349","SSD44349"
"0","44355","SSD44355"
"0","44356","SSD44356"
"0","44362","SSD44362"
"0","44363","SSD44363"
"0","44364","SSD44364"
"0","44365","SSD44365"
"0","44366","SSD44366"
"0","44367","SSD44367"
"0","44368","SSD44368"
"0","44369","SSD44369"
"0","44370","SSD44370"
"0","44372","SSD44372"
"0","44374","SSD44374"
"0","44377","SSD44377"
"0","44379","SSD44379"
"0","44381","SSD44381"
"0","44392","SSD44392"
"0","44393","SSD44393"
"0","44394","SSD44394"
"0","10661","TCD10661"
"0","10662","TCD10662"
"0","10663","TCD10663"
"0","10664","TCD10664"
"0","10665","TCD10665"
"0","10666","TCD10666"
"0","10668","TCD10668"
"0","10669","TCD10669"
"0","10671","TCD10671"
"0","10672","TCD10672"
"0","10674","TCD10674"
"0","10676","TCD10676"
"0","10679","TCD10679"
"0","10680","TCD10680"
"0","10681","TCD10681"
"0","10682","TCD10682"
"0","10683","TCD10683"
"0","10684","TCD10684"
"0","10686","TCD10686"
"0","10687","TCD10687"
"0","10688","TCD10688"
"0","10696","TCD10696"
"0","10697","TCD10697"
"0","10698","TCD10698"
"0","10699","TCD10699"
"0","10700","TCD10700"
"0","10701","TCD10701"
"0","10703","TCD10703"
"0","10704","TCD10704"
"0","10706","TCD10706"
"0","10708","TCD10708"
"0","10709","TCD10709"
"0","10710","TCD10710"
"0","10711","TCD10711"
"0","10712","TCD10712"
"0","10713","TCD10713"
"0","10714","TCD10714"
"0","10715","TCD10715"
"0","10716","TCD10716"
"0","10718","TCD10718"
"0","10719","TCD10719"
"0","10720","TCD10720"
"0","10721","TCD10721"
"0","10722","TCD10722"
"0","10723","TCD10723"
"0","10724","TCD10724"
"0","10725","TCD10725"
"0","10726","TCD10726"
"0","10727","TCD10727"
"0","10728","TCD10728"
"0","10729","TCD10729"
"0","10730","TCD10730"
"0","10731","TCD10731"
"0","10732","TCD10732"
"0","10733","TCD10733"
"0","10734","TCD10734"
"0","10735","TCD10735"
"0","10736","TCD10736"
"0","10737","TCD10737"
"0","10739","TCD10739"
"0","10740","TCD10740"
"0","10741","TCD10741"
"0","10742","TCD10742"
"0","10747","TCD10747"
"0","10753","TCD10753"
"0","10761","TCD10761"
"0","10762","TCD10762"
"0","48666","TGO48666"
"0","48668","TGO48668"
"0","48669","TGO48669"
"0","48670","TGO48670"
"0","48672","TGO48672"
"0","48673","TGO48673"
"0","48675","TGO48675"
"0","48692","TGO48692"
"0","48694","TGO48694"
"0","48707","TGO48707"
"0","46459","TZA46459"
"0","46460","TZA46460"
"0","46461","TZA46461"
"0","46463","TZA46463"
"0","46464","TZA46464"
"0","46465","TZA46465"
"0","46469","TZA46469"
"0","46470","TZA46470"
"0","46471","TZA46471"
"0","46473","TZA46473"
"0","46474","TZA46474"
"0","46481","TZA46481"
"0","46483","TZA46483"
"0","46485","TZA46485"
"0","46489","TZA46489"
"0","46490","TZA46490"
"0","46492","TZA46492"
"0","46493","TZA46493"
"0","46497","TZA46497"
"0","46506","TZA46506"
"0","46507","TZA46507"
"0","46509","TZA46509"
"0","46510","TZA46510"
"0","46511","TZA46511"
"0","46512","TZA46512"
"0","46513","TZA46513"
"0","46514","TZA46514"
"0","46516","TZA46516"
"0","46517","TZA46517"
"0","46518","TZA46518"
"0","46519","TZA46519"
"0","46521","TZA46521"
"0","46522","TZA46522"
"0","46523","TZA46523"
"0","46524","TZA46524"
"0","46525","TZA46525"
"0","46530","TZA46530"
"0","46534","TZA46534"
"0","46537","TZA46537"
"0","46544","TZA46544"
"0","46546","TZA46546"
