"IU_ID","IU_ID2","scen","group","median","97.5 qtl"
"4308","BWA04308",0,1,0.00726119310026624,0.398126149419414
"4313","BWA04313",0,1,0.00259843617615728,0.399486915009691
"4294","BWA04294",0,1,0.00205307992625273,0.42637235467404
"4290","BWA04290",0,1,0.00246245361024974,0.467536002904514
"4295","BWA04295",0,1,0.00250743138408461,0.40694066123711
"4303","BWA04303",0,1,0.00962840331704069,0.505403791500985
"27845","MDG27845",0,1,0.0433819050866663,0.44688739810547
"34260","NAM34260",0,1,0.0203851941062802,0.41958863570493
"50849","ZMB50849",0,1,0.0491442879803737,0.442376290487529
"53182","ZMB53182",0,1,0.0264737973386588,0.397805973004761
"14007","COD14007",0,1,0.00597805795884349,0.415550430947587
"54178","KEN54178",0,1,0.0178072770144301,0.537659471953755
"49776","UGA49776",0,1,0.00963383206935466,0.548215933136509
"54243","KEN54243",0,1,0.0397078274808797,0.444987823847986
"14199","COD14199",0,1,0.0814724605516425,0.402411859373912
"26824","LBR26824",0,1,0.00394916902429835,0.497500799422367
"18945","ETH18945",0,1,0.00729017316337587,0.38093481085368
"18863","ETH18863",0,1,0.0942165856435943,0.516042348664064
"9652","CAF09652",0,1,0.0104519791670511,0.524512679792224
"44346","SSD44346",0,1,0.0280837502448694,0.389585690783978
"42262","SLE42262",0,1,0.00514399890575564,0.513998241537471
"44367","SSD44367",0,1,0.0377848422311355,0.39672239660202
"18546","ETH18546",0,1,0.0383729743816797,0.387225864308411
"44378","SSD44378",0,1,0.00583636981793258,0.415360906969222
"10672","TCD10672",0,1,0.00441627634724088,0.401213720476385
"10694","TCD10694",0,1,0.0626517984525125,0.453733393386559
"10749","TCD10749",0,1,0.058265091006891,0.462469571361805
"43293","ZAF43293",0,2,0.00264668309356646,0.064695729985319
"43294","ZAF43294",0,2,0.00220081251086082,0.0726639296055099
"43284","ZAF43284",0,2,0.00221189530943889,0.0678212042098612
"43300","ZAF43300",0,2,0.00183719614857769,0.0643168565851448
"34282","NAM34282",0,2,0.00254104068469459,0.0638524134852768
"4296","BWA04296",0,2,0.00191126164359888,0.076145954933856
"34277","NAM34277",0,2,0.00245237690120296,0.0754625105621789
"34292","NAM34292",0,2,0.00238120282374306,0.063703072259282
"52953","ZWE52953",0,2,0.0032131215951957,0.0695287476603981
"52949","ZWE52949",0,2,0.00220864731410253,0.0650041129085844
"27933","MDG27933",0,2,0.00282459444528628,0.0666587448388908
"34284","NAM34284",0,2,0.00327698913526249,0.0664525050744648
"34288","NAM34288",0,2,0.00431423549981973,0.0708708028242904
"52957","ZWE52957",0,2,0.00346515748934604,0.0727532814081964
"34283","NAM34283",0,2,0.00959549096860572,0.0742995428709039
"34285","NAM34285",0,2,0.0130148724269224,0.0716333349116427
"50877","ZMB50877",0,2,0.00321753789067981,0.0747708912615252
"2081","AGO02081",0,2,0.00230110207647966,0.0718294730299477
"53196","ZMB53196",0,2,0.00403684812737329,0.0708669588661335
"27853","MDG27853",0,2,0.00482307266155109,0.0740577117554029
"2110","AGO02110",0,2,0.00300231216006396,0.0731979521883831
"50874","ZMB50874",0,2,0.00341256273540745,0.0719405853247328
"2189","AGO02189",0,2,0.00326399395214004,0.0681632584504915
"2187","AGO02187",0,2,0.00239636749824204,0.0702581858886374
"50854","ZMB50854",0,2,0.00307120144856521,0.0718822514132208
"2131","AGO02131",0,2,0.00263981770809406,0.0707787975652711
"2132","AGO02132",0,2,0.00370695518762162,0.0761290341713826
"2185","AGO02185",0,2,0.00335383079591924,0.067659824477925
"2137","AGO02137",0,2,0.00364489964755473,0.0724979917539282
"2183","AGO02183",0,2,0.00284363031056988,0.06518879731532
"2136","AGO02136",0,2,0.00240753179113999,0.0690826359854847
"2129","AGO02129",0,2,0.00230871593437189,0.0681746225413495
"50824","ZMB50824",0,2,0.0026509552210902,0.068393515585041
"2056","AGO02056",0,2,0.00323861522324265,0.07260744415191
"2062","AGO02062",0,2,0.00260135867358144,0.0629887155603275
"50859","ZMB50859",0,2,0.00344744443265001,0.0710591238034055
"50826","ZMB50826",0,2,0.00252515622894072,0.0743385093068701
"50825","ZMB50825",0,2,0.00326829854059199,0.0754616843280541
"2180","AGO02180",0,2,0.00214946125754869,0.0724915368506745
"2179","AGO02179",0,2,0.00265540005301569,0.0709932452268911
"14087","COD14087",0,2,0.00467479722335201,0.0756279196391819
"14106","COD14106",0,2,0.00287145758325591,0.0720780846624
"14118","COD14118",0,2,0.00279904890786304,0.0716764953376335
"2177","AGO02177",0,2,0.00321599150495974,0.0668076531921637
"2158","AGO02158",0,2,0.00196941513746081,0.0640336684248519
"53183","ZMB53183",0,2,0.0032351113957056,0.0685073333236213
"14115","COD14115",0,2,0.00321553911835575,0.0692569325057629
"2168","AGO02168",0,2,0.00262831596917449,0.0722307903878749
"2159","AGO02159",0,2,0.0029764785152656,0.0720685341034512
"2160","AGO02160",0,2,0.00335758360979068,0.0762230383988969
"14099","COD14099",0,2,0.00265612630760137,0.0635017002499609
"14064","COD14064",0,2,0.00357119980942699,0.0707680228328259
"2165","AGO02165",0,2,0.0028740562418534,0.0668923196725383
"53180","ZMB53180",0,2,0.0026739746587825,0.0635380991715014
"2166","AGO02166",0,2,0.00252460220722452,0.0645210370268933
"2151","AGO02151",0,2,0.00301899042427067,0.0716423422887943
"2155","AGO02155",0,2,0.0032977914456679,0.067062511997594
"14070","COD14070",0,2,0.00257886565324144,0.0738532457617156
"2156","AGO02156",0,2,0.00237257588384822,0.0675985826449535
"14076","COD14076",0,2,0.00248731808892884,0.0658217004479455
